SA22021_V1_00,SA22021_V1_00_NAME,SA22021_V1_00_NAME_ASCII,REGC2021_V1_00,REGC2021_V1_00_NAME,REGC2021_V1_00_NAME_ASCII,TA2021_V1_00,TA2021_V1_00_NAME,TA2021_V1_00_NAME_ASCII,LAND_AREA_SQ_KM,AREA_SQ_KM,Shape_Length
194500,Tauriko,Tauriko,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,6.81923928,6.81923928,12898.0362448
194700,Greerton South,Greerton South,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,2.80794429,2.80794429,12451.6612444
194800,Tauranga South,Tauranga South,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,2.39169931,2.39169931,9070.38341208
195400,Pyes Pa North,Pyes Pa North,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,1.9711382,1.9711382,8057.59554178
323900,St Albans West,St Albans West,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,0.68131176,0.68131176,3396.67719978
195000,Matapihi,Matapihi,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,3.93871702,3.93871702,14059.9784407
195100,Pyes Pa West,Pyes Pa West,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,4.63416588,4.63416588,13564.494508
195200,Greerton North,Greerton North,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,1.39541065,1.39541065,7833.37773127
195500,Arataki South,Arataki South,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,0.98723011,0.98723011,5059.828162
195600,Pyes Pa South,Pyes Pa South,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,1.8324261,1.8324261,7163.37600579
195700,Poike,Poike,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,1.29176083,1.29176083,7100.98886689
196600,Welcome Bay West,Welcome Bay West,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,1.11373492,1.11373492,4582.97460186
195900,Maungatapu,Maungatapu,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,1.68504756,1.68504756,9595.27400798
196800,Pacific View,Pacific View,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,1.1627577,1.1627577,5043.37083121
210100,Tomoana,Tomoana,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,3.26579948,3.26579948,11101.4085696
196000,Hairini,Hairini,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,1.84466346,1.84466346,8789.17906233
196900,Welcome Bay South,Welcome Bay South,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,3.1084731,3.1084731,8962.06751072
210700,Akina Park,Akina Park,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.03128448,1.03128448,4685.58544386
196100,Pyes Pa East,Pyes Pa East,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,2.43010532,2.43010532,9314.72771928
197000,Palm Beach North,Palm Beach North,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,1.0945409,1.0945409,5522.85728313
203800,Kawerau Industrial,Kawerau Industrial,4,Bay of Plenty Region,Bay of Plenty Region,26,Kawerau District,Kawerau District,5.82324372,5.82324372,13368.7954509
196300,Kaitemako (Tauranga City),Kaitemako (Tauranga City),4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,3.74305491,3.74305491,10963.2712151
198500,Selwyn Heights,Selwyn Heights,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,0.89644766,0.89644766,4928.82693416
210800,Queens Square,Queens Square,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,0.60058038,0.60058038,3394.35619866
196500,Baypark-Kairua,Baypark-Kairua,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,12.93362272,12.93362272,25547.1395073
197200,Papamoa Beach North,Papamoa Beach North,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,1.39820071,1.39820071,5850.8332993
197300,Doncaster,Doncaster,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,2.34596814,2.34596814,9190.68155039
197500,Motiti,Motiti,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,1.2475687,1.2475687,5963.83694698
198600,Pleasant Heights,Pleasant Heights,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.34859518,1.34859518,7118.32440369
198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,404.02193365,467.95435865,121506.586958
197600,Wairakei,Wairakei,4,Bay of Plenty Region,Bay of Plenty Region,23,Tauranga City,Tauranga City,12.90693773,12.90693773,24001.5264528
206000,Elgin,Elgin,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,1.04458147,1.04458147,5069.61835542
198000,Hamurana,Hamurana,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,8.35367488,8.35367488,17868.4125128
206100,Te Hapara South,Te Hapara South,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,0.86443536,0.86443536,5521.84665827
198100,Ngongotahā East,Ngongotaha East,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,2.87177755,2.87177755,11606.07131
200200,Hillcrest (Rotorua District),Hillcrest (Rotorua District),4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,0.81457984,0.81457984,4579.56836811
198200,Ngongotahā West,Ngongotaha West,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.44456738,1.44456738,7445.08907074
198800,Kawaha,Kawaha,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.03149611,1.03149611,4709.12546843
198400,Ngongotahā South,Ngongotaha South,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,8.58870684,8.58870684,16821.8087649
199300,Mangakakahi Central,Mangakakahi Central,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.79161333,1.79161333,8035.07712215
199400,Koutu,Koutu,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,0.95639716,0.95639716,4803.30843003
199600,Sunnybrook,Sunnybrook,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,2.08582486,2.08582486,7297.68759893
199700,Fordlands,Fordlands,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,0.9880121,0.9880121,6205.74529677
200500,Glenholme North,Glenholme North,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,0.84348073,0.84348073,4178.66953149
200600,Springfield South,Springfield South,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.18667956,1.18667956,5434.65368739
199800,Kuirau,Kuirau,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.18969945,1.18969945,6498.75735068
199900,Utuhina,Utuhina,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,0.67136794,0.67136794,4271.39427364
200000,Pomare,Pomare,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.36824305,1.36824305,8248.43180323
201400,Ōwhata East,Owhata East,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.4172868,1.4172868,7771.62812472
200100,Rotorua Central,Rotorua Central,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.80236311,1.80236311,9207.31452579
201500,Lynmore,Lynmore,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.97245772,1.97245772,7348.4837321
201600,Ngakuru,Ngakuru,3,Waikato Region,Waikato Region,24,Rotorua District,Rotorua District,446.44364125,446.44364125,116991.614875
200700,Springfield North,Springfield North,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.30138613,1.30138613,6587.01686175
200800,Glenholme South,Glenholme South,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,0.87694411,0.87694411,4575.55032685
200900,Ōwhata West,Owhata West,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,3.32829463,3.32829463,8928.16357982
201700,Kaingaroa-Whakarewarewa,Kaingaroa-Whakarewarewa,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,465.80246359,530.74231434,122051.159586
201800,Golden Springs,Golden Springs,3,Waikato Region,Waikato Region,24,Rotorua District,Rotorua District,498.91605262,498.91605262,120511.154132
201900,Manawahe,Manawahe,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,267.0078631,267.0078631,75252.9227546
202000,Matatā-Otakiri,Matata-Otakiri,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,87.44103062,87.44103062,50694.3469453
201000,Holdens Bay-Rotokawa,Holdens Bay-Rotokawa,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,8.78620237,8.78620237,13428.3440618
201100,Ngapuna,Ngapuna,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,3.49489535,3.49489535,10357.1407989
201200,Fenton Park,Fenton Park,4,Bay of Plenty Region,Bay of Plenty Region,24,Rotorua District,Rotorua District,1.00544453,1.00544453,4968.5147888
202100,Onepu Spring,Onepu Spring,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,98.95001076,98.95001076,77908.9980646
202200,Edgecumbe,Edgecumbe,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,2.00678596,2.00678596,9490.90047011
202400,Te Teko Lakes,Te Teko Lakes,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,71.10234279,71.10234279,47001.0641501
202800,Trident,Trident,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,1.81128192,1.81128192,6922.58964792
202500,Coastlands,Coastlands,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,15.66598554,15.66598554,20253.4724828
202600,Whakatāne West,Whakatane West,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,1.83230421,1.83230421,5847.97118214
202700,Whakatāne Central,Whakatane Central,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,2.59485727,2.59485727,12000.8181331
203000,Mokorua Bush,Mokorua Bush,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,1.35707502,1.35707502,6774.1616753
203500,Waingarara-Waimana,Waingarara-Waimana,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,1448.09889997,1448.09889997,234251.882389
203600,Murupara,Murupara,4,Bay of Plenty Region,Bay of Plenty Region,25,Whakatane District,Whakatane District,6.25994106,6.25994106,12364.4346266
203700,Monika Reserve,Monika Reserve,4,Bay of Plenty Region,Bay of Plenty Region,26,Kawerau District,Kawerau District,14.18042548,14.18042548,17638.2741064
203900,Tarawera Park,Tarawera Park,4,Bay of Plenty Region,Bay of Plenty Region,26,Kawerau District,Kawerau District,3.558406,3.558406,12578.7594868
204200,Cape Runaway,Cape Runaway,4,Bay of Plenty Region,Bay of Plenty Region,27,Ōpōtiki District,Opotiki District,1568.87656208,1568.87656208,271827.845232
204300,Woodlands,Woodlands,4,Bay of Plenty Region,Bay of Plenty Region,27,Ōpōtiki District,Opotiki District,4.4576587,4.4576587,11874.2564472
204400,Ōpōtiki,Opotiki,4,Bay of Plenty Region,Bay of Plenty Region,27,Ōpōtiki District,Opotiki District,5.74447512,5.74447512,12795.3296205
205100,Hangaroa,Hangaroa,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,1870.11940347,1870.11940347,334741.696123
205200,Wharekaka,Wharekaka,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,1198.01870978,1198.01870978,237890.538073
205300,Te Arai,Te Arai,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,54.68015114,54.68015114,57154.4502451
205400,Hexton,Hexton,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,119.53441403,119.53441403,101747.044442
205500,Lytton,Lytton,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,0.85659305,0.85659305,5417.53807037
206200,Mangapapa East,Mangapapa East,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,1.65718797,1.65718797,6564.82588287
206300,Mangapapa South,Mangapapa South,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,0.84497871,0.84497871,4195.35039396
205600,Makaraka-Awapuni,Makaraka-Awapuni,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,8.18018134,8.18018134,17906.2258082
205700,Riverdale,Riverdale,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,1.24303206,1.24303206,5532.58966073
205800,Te Hapara North,Te Hapara North,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,1.20051793,1.20051793,5643.34483185
205900,Mangapapa North,Mangapapa North,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,0.61987717,0.61987717,4578.10171643
206600,Whataupoko East,Whataupoko East,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,2.54647072,2.54647072,10216.862314
206700,Whataupoko West,Whataupoko West,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,1.0973622,1.0973622,4871.17017994
207100,Outer Kaiti,Outer Kaiti,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,1.45392797,1.45392797,5789.67857841
211700,Brookvale,Brookvale,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.73920533,1.73920533,8136.26944081
206800,Gisborne Central,Gisborne Central,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,1.58694201,1.58694201,9507.7408359
206900,Kaiti North,Kaiti North,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,1.32789124,1.32789124,6971.46664315
207000,Kaiti South,Kaiti South,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,3.41346081,3.41346081,8407.19624686
207200,Tamarau,Tamarau,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,1.11468703,1.11468703,6251.77009469
207800,Wairoa,Wairoa,6,Hawke's Bay Region,Hawke's Bay Region,29,Wairoa District,Wairoa District,7.56771463,7.56771463,12642.49297
208500,Bridge Pa,Bridge Pa,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,23.24248522,23.24248522,27944.2890458
208600,Twyford,Twyford,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,26.01695472,26.01695472,23859.7678929
208900,Omahu Strip,Omahu Strip,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.93925399,1.93925399,12237.2412322
209000,Lochain Park,Lochain Park,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,0.93644413,0.93644413,5472.38206789
209600,Clive,Clive,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,14.82516216,14.82516216,18353.7231071
209700,St Leonards,St Leonards,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.0311155,1.0311155,4382.40673527
209800,Mahora,Mahora,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,0.94013526,0.94013526,4025.91618714
209900,Raureka,Raureka,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.05536726,1.05536726,4784.73129327
210200,Longlands-Pukahu,Longlands-Pukahu,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,31.26260922,31.26260922,30891.0239586
210300,Raceway Park,Raceway Park,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.01533954,1.01533954,4784.04434129
210900,Mayfair,Mayfair,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.06861709,1.06861709,5684.3050832
211000,Parkhaven,Parkhaven,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.01585612,1.01585612,4533.45962612
210400,Karamu,Karamu,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,13.28118683,13.28118683,24601.0545116
210500,Hastings Central,Hastings Central,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.41744821,1.41744821,7377.98385487
211100,Parkvale,Parkvale,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.24145636,1.24145636,5042.98539302
211200,Mangateretere,Mangateretere,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,37.18538451,37.18538451,35293.224686
211500,Karanema-St Hill,Karanema-St Hill,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,0.94538712,0.94538712,6814.60938894
214900,Tareha Reserve,Tareha Reserve,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,1.76118376,1.76118376,6356.04451672
211300,Haumoana-Te Awanga,Haumoana-Te Awanga,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,7.82424002,7.82424002,20898.7409767
211400,Lucknow,Lucknow,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,0.5778043,0.5778043,3257.78332142
215000,Marewa East,Marewa East,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,1.40396149,1.40396149,5110.52516162
211800,Iona,Iona,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.46632943,1.46632943,6369.1988554
211900,Hereworth,Hereworth,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,1.61550997,1.61550997,7556.41913998
213100,Greenmeadows West,Greenmeadows West,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,1.10408221,1.10408221,5689.82371222
215100,Onekawa South,Onekawa South,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,1.08609738,1.08609738,4765.33689987
231300,Awapuni South,Awapuni South,8,Manawatū-Whanganui Region,Manawatu-Whanganui Region,40,Palmerston North City,Palmerston North City,1.67138378,1.67138378,5327.31649998
212000,Te Mata Hills,Te Mata Hills,6,Hawke's Bay Region,Hawke's Bay Region,30,Hastings District,Hastings District,12.71270677,12.71270677,28052.0454483
213200,Taradale South,Taradale South,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,5.12388945,5.12388945,10219.7860695
225300,Gonville North,Gonville North,8,Manawatū-Whanganui Region,Manawatu-Whanganui Region,37,Whanganui District,Whanganui District,1.34068065,1.34068065,5921.0552076
212400,Poraiti Hills,Poraiti Hills,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,10.57867336,10.57867336,17895.5338967
213600,Tamatea North,Tamatea North,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.66388375,0.66388375,3579.68792168
213700,Taradale Central,Taradale Central,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,1.17746787,1.17746787,5257.63379021
212500,Poraiti Flat,Poraiti Flat,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,7.09116816,7.09116816,16058.3388583
213800,Tamatea East,Tamatea East,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.6320191,0.6320191,3184.41798183
213900,Marewa West,Marewa West,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.79226183,0.79226183,3870.30784769
212600,Westshore,Westshore,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.93239862,0.93239862,10624.9574751
214000,Greenmeadows Central,Greenmeadows Central,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.95278692,0.95278692,4704.01619971
214100,Onekawa Central,Onekawa Central,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.67702069,0.67702069,3555.49353422
212700,Inlet Napier City,Inlet Napier City,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.0,0.7232998,7426.49925418
214200,Pirimai West,Pirimai West,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.61624116,0.61624116,3685.82106509
225400,Cornmarket,Cornmarket,8,Manawatū-Whanganui Region,Manawatu-Whanganui Region,37,Whanganui District,Whanganui District,0.6288843,0.6288843,3354.58736847
212800,Onekawa West,Onekawa West,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,3.11456157,3.11456157,11768.1344657
212900,Ahuriri,Ahuriri,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.97708121,1.14282742,5271.7005992
213000,Taradale West,Taradale West,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,1.68650015,1.68650015,6223.90478904
213300,Bluff Hill,Bluff Hill,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,1.89032877,1.89032877,9732.02942951
213400,Hospital Hill,Hospital Hill,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,1.49578821,1.49578821,5763.02967113
213500,Tamatea West,Tamatea West,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.63229512,0.63229512,3520.58240857
325500,Tower Junction,Tower Junction,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,1.07287164,1.07287164,5547.56032157
214300,Napier Central,Napier Central,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.83763339,0.83763339,5097.26602974
214400,Greenmeadows South,Greenmeadows South,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.8512568,0.8512568,4499.20175399
214500,Nelson Park,Nelson Park,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.78100891,0.78100891,3562.04750037
214600,Bledisloe Park,Bledisloe Park,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.88271679,0.88271679,3925.68279525
214700,Pirimai East,Pirimai East,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.76239902,0.76239902,3907.13195297
214800,Onekawa East,Onekawa East,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,0.63617377,0.63617377,3537.35665724
231400,Milverton,Milverton,8,Manawatū-Whanganui Region,Manawatu-Whanganui Region,40,Palmerston North City,Palmerston North City,0.56450876,0.56450876,4194.74292155
215200,McLean Park,McLean Park,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,1.34170033,1.34170033,6929.64830531
215300,Maraenui,Maraenui,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,1.05241959,1.05241959,4486.66461839
216500,Ōakura,Oakura,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,1.67717632,1.67717632,8314.29171643
215400,Meeanee-Awatoto,Meeanee-Awatoto,6,Hawke's Bay Region,Hawke's Bay Region,31,Napier City,Napier City,24.31069649,24.31069649,21244.6604386
215600,Makaretu,Makaretu,6,Hawke's Bay Region,Hawke's Bay Region,32,Central Hawke's Bay District,Central Hawke's Bay District,788.77160952,788.77160952,163222.437399
215700,Waipawa,Waipawa,6,Hawke's Bay Region,Hawke's Bay Region,32,Central Hawke's Bay District,Central Hawke's Bay District,6.8017617,6.8017617,14672.0148745
216300,Spotswood,Spotswood,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,3.45612169,3.45612169,12236.0922529
217100,Marfell,Marfell,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,0.73334174,0.73334174,4205.03711851
216600,Moturoa,Moturoa,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,1.01672069,1.01672069,6664.76829294
216800,Blagdon-Lynmouth,Blagdon-Lynmouth,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,1.15857235,1.15857235,6898.47558308
216900,Kawaroa,Kawaroa,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,1.13287219,1.13287219,6652.28077505
217000,New Plymouth Central,New Plymouth Central,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,1.25967205,1.25967205,6652.97659379
217200,Whalers Gate,Whalers Gate,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,2.08523667,2.08523667,7101.9408595
217300,Strandon,Strandon,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,1.76482576,1.76482576,8901.58579969
230200,Roslyn (Palmerston North City),Roslyn (Palmerston North City),8,Manawatū-Whanganui Region,Manawatu-Whanganui Region,40,Palmerston North City,Palmerston North City,1.15069208,1.15069208,4958.53250138
217400,Westown,Westown,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,2.37384984,2.37384984,8268.72175258
217500,Bell Block West,Bell Block West,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,4.19615904,4.19615904,8625.10727268
226700,Marton North,Marton North,8,Manawatū-Whanganui Region,Manawatu-Whanganui Region,38,Rangitikei District,Rangitikei District,8.73647388,8.73647388,20905.4640129
217600,Bell Block East,Bell Block East,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,7.66982544,7.66982544,14132.6187885
218500,Waitara West,Waitara West,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,3.38843738,3.38843738,8585.39379421
217700,Waiwhakaiho-Bell Block South,Waiwhakaiho-Bell Block South,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,7.34924989,7.34924989,20500.227187
223100,Ohakune,Ohakune,8,Manawatū-Whanganui Region,Manawatu-Whanganui Region,36,Ruapehu District,Ruapehu District,6.44049266,6.44049266,14879.3369494
217800,Lower Vogeltown,Lower Vogeltown,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,1.50058646,1.50058646,7066.35471743
217900,Hurdon,Hurdon,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,3.76527492,3.76527492,11094.3000905
223600,Castlecliff West,Castlecliff West,8,Manawatū-Whanganui Region,Manawatu-Whanganui Region,37,Whanganui District,Whanganui District,3.02304266,3.02304266,7687.53715182
226800,Parewanui,Parewanui,8,Manawatū-Whanganui Region,Manawatu-Whanganui Region,38,Rangitikei District,Rangitikei District,266.93757859,266.93757859,90726.9680722
218000,Frankleigh Park,Frankleigh Park,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,2.10766976,2.10766976,12713.6485793
218100,Merrilands,Merrilands,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,1.7286893,1.7286893,6872.93836789
218700,Highlands Park (New Plymouth District),Highlands Park (New Plymouth District),7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,2.9188804,2.9188804,9987.78270756
218300,Welbourn,Welbourn,7,Taranaki Region,Taranaki Region,33,New Plymouth District,New Plymouth District,6.4931293,6.4931293,18127.0392006
220400,Stratford South,Stratford South,7,Taranaki Region,Taranaki Region,34,Stratford District,Stratford District,2.71991288,2.71991288,9027.13518496
